user_id,session_id,timestamp,step,action_type,reference,platform,city,device,current_filters,impressions,prices
032W52V15J3A,e84393cf62d13,1541102600,6,interaction item image,929533,HR,"Cancun, Mexico",mobile,,,
032W52V15J3A,e84393cf62d13,1541102603,7,clickout item,929533,HR,"Cancun, Mexico",mobile,,3132957|100226|1954167|9462680|2776177|929533|42819|42475|1346336|1001753|34468|4063872|34478|42467|4635302|9659264|2346866|1001785|34448|129053|1717401|3515296|3166108|3515434|7136232,25|324|67|52|57|21|90|240|64|37|70|60|167|45|69|23|48|25|175|239|28|64|18|93|36
08527D0MD8VC,3e2a95e5727f9,1541098066,1,interaction item image,5963360,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098066,2,interaction item image,5963360,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098076,3,interaction item image,5963360,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098076,4,interaction item image,5963360,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098076,5,interaction item image,5963360,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098076,6,interaction item image,5963360,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098076,7,interaction item image,5963360,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098076,8,interaction item image,5963360,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098076,9,interaction item image,5963360,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098076,10,interaction item image,5963360,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098076,11,interaction item image,5963360,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098076,12,interaction item image,5963360,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098076,13,interaction item image,5963360,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098076,14,interaction item image,5963360,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098086,15,interaction item image,5963360,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098086,16,interaction item image,5963360,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098086,17,interaction item image,5963360,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098086,18,interaction item image,5963360,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098086,19,interaction item image,5963360,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098086,20,interaction item image,5963360,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098086,21,interaction item image,5963360,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098086,22,interaction item image,5963360,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098086,23,interaction item image,5963360,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098086,24,interaction item image,5963360,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098086,25,interaction item image,5963360,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098097,26,interaction item image,5963360,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098097,27,interaction item image,5963360,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098097,28,interaction item image,5963360,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098097,29,interaction item image,5963360,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098097,30,interaction item image,5963360,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098097,31,interaction item image,5963360,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098148,32,interaction item image,1018020,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098148,33,interaction item image,1018020,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098158,34,interaction item image,1018020,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098158,35,interaction item image,1018020,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098158,36,interaction item image,1018020,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098158,37,interaction item image,1018020,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098158,38,interaction item image,1018020,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098158,39,interaction item image,1018020,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098158,40,interaction item image,1018020,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098158,41,interaction item image,1018020,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098158,42,interaction item image,1018020,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098158,43,interaction item image,1018020,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098158,44,interaction item image,1018020,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098168,45,interaction item image,1018020,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098168,46,interaction item image,1018020,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098168,47,interaction item image,1018020,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098168,48,interaction item image,1018020,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098168,49,interaction item image,1018020,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098178,50,interaction item image,2727768,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098178,51,interaction item image,2727768,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098188,52,interaction item image,2727768,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098188,53,interaction item image,2727768,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098188,54,interaction item image,2727768,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098188,55,interaction item image,2727768,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098188,56,interaction item image,2727768,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098188,57,interaction item image,2727768,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098188,58,interaction item image,2727768,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098188,59,interaction item image,2727768,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098188,60,interaction item image,2727768,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098188,61,interaction item image,2727768,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098188,62,interaction item image,2727768,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098188,63,interaction item image,2727768,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098188,64,interaction item image,2727768,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098188,65,interaction item image,2727768,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098188,66,interaction item image,2727768,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098198,67,interaction item image,2727768,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098198,68,interaction item image,2727768,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098198,69,interaction item image,2727768,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098198,70,interaction item image,2727768,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098198,71,interaction item image,2727768,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098198,72,interaction item image,2727768,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098198,73,interaction item image,2727768,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098198,74,interaction item image,2727768,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098198,75,interaction item image,2727768,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098198,76,interaction item image,2727768,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098208,77,interaction item image,2727768,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098208,78,interaction item image,2727768,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098208,79,interaction item image,2727768,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098208,80,interaction item image,2727768,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098208,81,interaction item image,2727768,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098208,82,interaction item image,2727768,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098218,83,interaction item image,4384770,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098218,84,interaction item image,4384770,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098218,85,interaction item image,4384770,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098218,86,interaction item image,4384770,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098218,87,interaction item image,4384770,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098228,88,interaction item image,4384770,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098228,89,interaction item image,4384770,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098228,90,interaction item image,4384770,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098228,91,interaction item image,4384770,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098228,92,interaction item image,4384770,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098228,93,interaction item image,4384770,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098228,94,interaction item image,4384770,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098228,95,interaction item image,4384770,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098228,96,interaction item image,4384770,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098228,97,interaction item image,4384770,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098228,98,interaction item image,4384770,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098238,99,interaction item image,4384770,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098238,100,interaction item image,4384770,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098238,101,interaction item image,4384770,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098238,102,interaction item image,4384770,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098238,103,interaction item image,4384770,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098238,104,interaction item image,4384770,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098238,105,interaction item image,4384770,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098238,106,interaction item image,4384770,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098238,107,interaction item image,4384770,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098248,108,interaction item image,4384770,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098248,109,interaction item image,4384770,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098248,110,interaction item image,4384770,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098248,111,interaction item image,4384770,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098248,112,interaction item image,4384770,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098248,113,interaction item image,4384770,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098258,114,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098258,115,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098268,116,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098268,117,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098268,118,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098268,119,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098268,120,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098278,121,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098278,122,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098278,123,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098278,124,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098278,125,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098278,126,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098278,127,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098278,128,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098278,129,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098278,130,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098288,131,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098288,132,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098288,133,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098288,134,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098288,135,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098288,136,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098288,137,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098288,138,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098288,139,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098288,140,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098288,141,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098288,142,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098288,143,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098298,144,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098298,145,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098298,146,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098298,147,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098298,148,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098298,149,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098298,150,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098298,151,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098298,152,interaction item image,2628191,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098361,153,interaction item image,41528,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098361,154,interaction item image,41528,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098361,155,interaction item image,41528,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098371,156,interaction item image,41528,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098371,157,interaction item image,41528,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098371,158,interaction item image,41528,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098371,159,interaction item image,41528,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098371,160,interaction item image,41528,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098371,161,interaction item image,41528,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098371,162,interaction item image,41528,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098371,163,interaction item image,41528,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098371,164,interaction item image,41528,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098371,165,interaction item image,41528,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098381,166,interaction item image,41528,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098381,167,interaction item image,41528,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098381,168,interaction item image,41528,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098381,169,interaction item image,41528,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098381,170,interaction item image,41528,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098381,171,interaction item image,41528,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098381,172,interaction item image,41528,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098381,173,interaction item image,41528,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098381,174,interaction item image,41528,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098381,175,interaction item image,41528,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098381,176,interaction item image,41528,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098381,177,interaction item image,41528,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098381,178,interaction item image,41528,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098381,179,interaction item image,41528,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098381,180,interaction item image,41528,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098381,181,interaction item image,41528,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098391,182,interaction item image,41528,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098391,183,interaction item image,41528,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098391,184,interaction item image,41528,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098391,185,interaction item image,41528,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098391,186,interaction item image,41528,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098391,187,interaction item image,41528,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098633,188,interaction item image,6055724,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098633,189,interaction item image,6055724,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098644,190,interaction item image,6055724,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098644,191,interaction item image,6055724,ES,"Lisbon, Portugal",desktop,,,
08527D0MD8VC,3e2a95e5727f9,1541098644,192,interaction item image,6055724,ES,"Lisbon, Portugal",desktop,,,
